compound_id	compound_name	disease_id	disease_name	rel_type
Q415259	terbinafine	Q464067	fungal infectious disease	drug-used-for-treatment_DduftC
Q415259	terbinafine	Q926462	pityriasis versicolor	drug-used-for-treatment_DduftC
Q415259	terbinafine	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q424340	terbutaline	Q35869	asthma	drug-used-for-treatment_DduftC
Q424340	terbutaline	Q18971555	obstructive lung disease	drug-used-for-treatment_DduftC
Q3985253	testolactone	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q193045	tetracycline	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q193045	tetracycline	Q79928	acne	drug-used-for-treatment_DduftC
Q193045	tetracycline	Q26695607	arterial occlusive disease	drug-used-for-treatment_DduftC
Q193045	tetracycline	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q193045	tetracycline	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q425109	tetrahydrozoline	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q425109	tetrahydrozoline	Q2403156	vasomotor rhinitis	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q911427	Behcet's disease	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q18553712	Crohn's colitis	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q4118092	Macroglobulinemia	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q189956	aphthous stomatitis	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q18975905	collecting duct carcinoma	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q36956	leprosy	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q467635	multiple myeloma	drug-used-for-treatment_DduftC
Q203174	thalidomide	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q407308	theophylline anhydrous	Q35869	asthma	drug-used-for-treatment_DduftC
Q407308	theophylline anhydrous	Q188605	pulmonary emphysema	drug-used-for-treatment_DduftC
Q424986	thiabendazole	Q388646	dracunculiasis	drug-used-for-treatment_DduftC
Q424986	thiabendazole	Q578994	parasitic helminthiasis infectious disease	drug-used-for-treatment_DduftC
Q424986	thiabendazole	Q2360849	strongyloidiasis	drug-used-for-treatment_DduftC
Q424986	thiabendazole	Q495146	trichinosis	drug-used-for-treatment_DduftC
Q83187	thiamine ion	Q1573307	Wernicke encephalopathy	drug-used-for-treatment_DduftC
Q83187	thiamine ion	Q9294654	alcoholic neuropathy	drug-used-for-treatment_DduftC
Q83187	thiamine ion	Q184084	beriberi	drug-used-for-treatment_DduftC
Q83187	thiamine ion	Q2351083	disease of metabolism	drug-used-for-treatment_DduftC
Q83187	thiamine ion	Q221441	pellagra	drug-used-for-treatment_DduftC
Q372725	thiethylperazine	Q18555094	central nervous system origin vertigo	drug-used-for-treatment_DduftC
Q27895847	thioguanine	Q4677911	Acute basophilic leukemia	drug-used-for-treatment_DduftC
Q27895847	thioguanine	Q4677921	Acute eosinophilic leukemia	drug-used-for-treatment_DduftC
Q27895847	thioguanine	Q264118	acute myeloid leukemia	drug-used-for-treatment_DduftC
Q27895847	thioguanine	Q729735	chronic myeloid leukemia	drug-used-for-treatment_DduftC
Q27895847	thioguanine	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q410179	thiopental	Q18558125	intracranial hypertension	drug-used-for-treatment_DduftC
Q58375	thioridazine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q58375	thioridazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q416507	thiotepa	Q18556933	cribriform carcinoma	drug-used-for-treatment_DduftC
Q416507	thiotepa	Q208414	lymphoma	drug-used-for-treatment_DduftC
Q416507	thiotepa	Q18975788	spindle cell sarcoma	drug-used-for-treatment_DduftC
Q416507	thiotepa	Q504775	urinary bladder cancer	drug-used-for-treatment_DduftC
Q2608288	thiothixene	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q2608288	thiothixene	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q907219	tiagabine	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q907219	tiagabine	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
Q2601832	ticarcillin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q2601832	ticarcillin	Q3905414	Skin infection	drug-used-for-treatment_DduftC
Q2601832	ticarcillin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q260326	tioconazole	Q977090	vulvovaginal candidiasis	drug-used-for-treatment_DduftC
Q415366	tirofiban	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q415366	tirofiban	Q2032041	intermediate coronary syndrome	drug-used-for-treatment_DduftC
Q415366	tirofiban	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q423538	tizanidine	Q1132120	trigeminal neuralgia	drug-used-for-treatment_DduftC
Q1758380	tobramycin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q1758380	tobramycin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q1758380	tobramycin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q757058	tocainide	Q1132120	trigeminal neuralgia	drug-used-for-treatment_DduftC
Q413772	tolazoline	Q1053824	Raynaud disease	drug-used-for-treatment_DduftC
Q413772	tolazoline	Q19000484	arteriosclerosis obliterans	drug-used-for-treatment_DduftC
Q413772	tolazoline	Q18555343	causalgia	drug-used-for-treatment_DduftC
Q413772	tolazoline	Q7170410	persistent fetal circulation syndrome	drug-used-for-treatment_DduftC
Q413772	tolazoline	Q5340515	systemic scleroderma	drug-used-for-treatment_DduftC
Q413772	tolazoline	Q746001	thromboangiitis obliterans	drug-used-for-treatment_DduftC
Q413772	tolazoline	Q377978	thrombophlebitis	drug-used-for-treatment_DduftC
Q413840	tolcapone	Q11085	Parkinson's disease	drug-used-for-treatment_DduftC
Q3992411	tolmetin	Q861224	juvenile rheumatoid arthritis	drug-used-for-treatment_DduftC
Q3992411	tolmetin	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q3992411	tolmetin	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q415238	tolnaftate	Q17141201	Tinea	drug-used-for-treatment_DduftC
Q415238	tolnaftate	Q926462	pityriasis versicolor	drug-used-for-treatment_DduftC
Q415238	tolnaftate	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q424312	tolterodine	Q7900616	bladder disease	drug-used-for-treatment_DduftC
Q426132	tolvaptan	Q33525	carcinoma	drug-used-for-treatment_DduftC
Q221174	topiramate	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q221174	topiramate	Q18557714	epilepsy with generalized tonic-clonic seizures	drug-used-for-treatment_DduftC
Q221174	topiramate	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
Q221174	topiramate	Q18555095	infantile epileptic encephalopathy	drug-used-for-treatment_DduftC
Q419953	topotecan	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q419953	topotecan	Q18556782	lung oat cell carcinoma	drug-used-for-treatment_DduftC
Q419953	topotecan	Q18556113	non-small cell lung carcinoma	drug-used-for-treatment_DduftC
Q419953	topotecan	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q3993743	toremifene	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q419948	torsemide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q419948	torsemide	Q736715	chronic kidney disease	drug-used-for-treatment_DduftC
Q419948	torsemide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q419948	torsemide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q419948	torsemide	Q147778	liver cirrhosis	drug-used-for-treatment_DduftC
Q419948	torsemide	Q929737	liver disease	drug-used-for-treatment_DduftC
Q419948	torsemide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q419948	torsemide	Q857667	pulmonary edema	drug-used-for-treatment_DduftC
Q929420	trandolapril	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q929420	trandolapril	Q41861	hypertension	drug-used-for-treatment_DduftC
Q418666	tranexamic acid	Q890200	blood coagulation disease	drug-used-for-treatment_DduftC
Q420885	tranylcypromine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q420885	tranylcypromine	Q202387	post-traumatic stress disorder	drug-used-for-treatment_DduftC
Q2193376	travoprost	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q2193376	travoprost	Q3108586	open-angle glaucoma	drug-used-for-treatment_DduftC
Q411457	trazodone	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q3495231	treprostinil	Q1128595	pulmonary hypertension	drug-used-for-treatment_DduftC
Q29417	tretinoin	Q79928	acne	drug-used-for-treatment_DduftC
Q29417	tretinoin	Q612108	acute promyelocytic leukemia	drug-used-for-treatment_DduftC
Q29417	tretinoin	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q29417	tretinoin	Q949302	skin disease	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q5958765	hypersensitivity	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q1485	systemic lupus erythematosus	drug-used-for-treatment_DduftC
Q1074056	triamcinolone	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q2211240	triamcinolone acetonide	Q769595	meibomian cyst	drug-used-for-treatment_DduftC
Q2211240	triamcinolone acetonide	Q18554884	retinal vein occlusion	drug-used-for-treatment_DduftC
Q221520	triamterene	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q221520	triamterene	Q41861	hypertension	drug-used-for-treatment_DduftC
Q221520	triamterene	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q2072745	trichlormethiazide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q2072745	trichlormethiazide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q2072745	trichlormethiazide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q2072745	trichlormethiazide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q418386	trientine	Q117121	Wilson disease	drug-used-for-treatment_DduftC
Q1752915	trifluoperazine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q1752915	trifluoperazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q510494	triflupromazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q2359590	trifluridine	Q6473911	herpes simplex	drug-used-for-treatment_DduftC
Q2359590	trifluridine	Q5743641	herpes simplex virus keratitis	drug-used-for-treatment_DduftC
Q2991856	trihexyphenidyl	Q11085	Parkinson's disease	drug-used-for-treatment_DduftC
Q2991856	trihexyphenidyl	Q18558243	lingual-facial-buccal dyskinesia	drug-used-for-treatment_DduftC
Q2623251	trimeprazine	Q16242752	allergic contact dermatitis	drug-used-for-treatment_DduftC
Q2623251	trimeprazine	Q268667	atopic dermatitis	drug-used-for-treatment_DduftC
Q2623251	trimeprazine	Q783903	contact dermatitis	drug-used-for-treatment_DduftC
Q2623251	trimeprazine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q827916	trimethadione	Q2894827	childhood absence epilepsy	drug-used-for-treatment_DduftC
Q422665	trimethoprim	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q422665	trimethoprim	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q422665	trimethoprim	Q7205993	pneumocystosis	drug-used-for-treatment_DduftC
Q422665	trimethoprim	Q154878	toxoplasmosis	drug-used-for-treatment_DduftC
Q7842225	trimetrexate	Q7205993	pneumocystosis	drug-used-for-treatment_DduftC
Q423498	trimipramine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q854263	trioxsalen	Q907921	incontinentia pigmenti achromians	drug-used-for-treatment_DduftC
Q854263	trioxsalen	Q7193408	pigmentation disease	drug-used-for-treatment_DduftC
Q854263	trioxsalen	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q854263	trioxsalen	Q180152	vitiligo	drug-used-for-treatment_DduftC
Q415203	tripelennamine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q417654	triprolidine	Q268667	atopic dermatitis	drug-used-for-treatment_DduftC
Q417654	triprolidine	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q417654	triprolidine	Q4119259	vernal conjunctivitis	drug-used-for-treatment_DduftC
Q1087499	troleandomycin	Q154882	Legionnaires' disease	drug-used-for-treatment_DduftC
Q1087499	troleandomycin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q1087499	troleandomycin	Q35869	asthma	drug-used-for-treatment_DduftC
Q1087499	troleandomycin	Q683861	campylobacteriosis	drug-used-for-treatment_DduftC
Q1087499	troleandomycin	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q1087499	troleandomycin	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q29310	tropicamide	Q145790	iridocyclitis	drug-used-for-treatment_DduftC
Q29310	tropicamide	Q2346396	iritis	drug-used-for-treatment_DduftC
Q29310	tropicamide	Q757838	keratitis	drug-used-for-treatment_DduftC
Q321285	ubidecarenone	Q190564	Huntington's disease	drug-used-for-treatment_DduftC
Q321285	ubidecarenone	Q209733	chronic fatigue syndrome	drug-used-for-treatment_DduftC
Q321285	ubidecarenone	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q321285	ubidecarenone	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q321285	ubidecarenone	Q41861	hypertension	drug-used-for-treatment_DduftC
Q4859684	unoprostone	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q4859684	unoprostone	Q3108586	open-angle glaucoma	drug-used-for-treatment_DduftC
Q15211075	uracil mustard	Q1088156	chronic lymphocytic leukemia	drug-used-for-treatment_DduftC
Q15211075	uracil mustard	Q729735	chronic myeloid leukemia	drug-used-for-treatment_DduftC
Q15211075	uracil mustard	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q15211075	uracil mustard	Q1891209	mycosis fungoides	drug-used-for-treatment_DduftC
Q15211075	uracil mustard	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q15211075	uracil mustard	Q948318	polycythemia vera	drug-used-for-treatment_DduftC
Q15211075	uracil mustard	Q1542410	thrombocytosis	drug-used-for-treatment_DduftC
Q48318	urea	Q3801491	epidermolytic hyperkeratosis	drug-used-for-treatment_DduftC
Q48318	urea	Q18558125	intracranial hypertension	drug-used-for-treatment_DduftC
Q48318	urea	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q241374	ursodiol	Q18553819	cholelithiasis	drug-used-for-treatment_DduftC
Q241374	ursodiol	Q1072420	primary biliary cirrhosis	drug-used-for-treatment_DduftC
Q418594	valacyclovir	Q7476596	genital herpes	drug-used-for-treatment_DduftC
Q418594	valacyclovir	Q6473911	herpes simplex	drug-used-for-treatment_DduftC
Q418594	valacyclovir	Q182155	herpes zoster	drug-used-for-treatment_DduftC
Q347613	valdecoxib	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q347613	valdecoxib	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q423384	valganciclovir	Q26985508	Cytomegalovirus retinitis	drug-used-for-treatment_DduftC
Q240642	valproic acid	Q2895302	Complex partial seizure	drug-used-for-treatment_DduftC
Q240642	valproic acid	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q240642	valproic acid	Q2894827	childhood absence epilepsy	drug-used-for-treatment_DduftC
Q155472	valsartan	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q155472	valsartan	Q41861	hypertension	drug-used-for-treatment_DduftC
Q424027	vancomycin	Q574905	Clostridium difficile colitis	drug-used-for-treatment_DduftC
Q424027	vancomycin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q424027	vancomycin	Q2450598	infective endocarditis	drug-used-for-treatment_DduftC
Q424027	vancomycin	Q1435822	neutropenia	drug-used-for-treatment_DduftC
Q7914515	vandetanib	Q826522	thyroid cancer	drug-used-for-treatment_DduftC
Q423111	vemurafenib	Q1349259	Erdheim-Chester disease	drug-used-for-treatment_DduftC
Q898407	venlafaxine	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q898407	venlafaxine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q898407	venlafaxine	Q38404	autistic disorder	drug-used-for-treatment_DduftC
Q898407	venlafaxine	Q209733	chronic fatigue syndrome	drug-used-for-treatment_DduftC
Q898407	venlafaxine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q898407	venlafaxine	Q178190	obsessive-compulsive disorder	drug-used-for-treatment_DduftC
Q410291	verapamil	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q410291	verapamil	Q41861	hypertension	drug-used-for-treatment_DduftC
Q410291	verapamil	Q2032041	intermediate coronary syndrome	drug-used-for-treatment_DduftC
Q410291	verapamil	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q415107	vidarabine anhydrous	Q6473911	herpes simplex	drug-used-for-treatment_DduftC
Q415107	vidarabine anhydrous	Q5743641	herpes simplex virus keratitis	drug-used-for-treatment_DduftC
Q408977	vincristine	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q408977	vincristine	Q29496	leukemia	drug-used-for-treatment_DduftC
Q408977	vincristine	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q408977	vincristine	Q938205	neuroblastoma	drug-used-for-treatment_DduftC
Q408977	vincristine	Q1898141	rhabdomyosarcoma	drug-used-for-treatment_DduftC
Q2070286	vismodegib	Q9304843	medullomyoblastoma	drug-used-for-treatment_DduftC
Q407431	warfarin	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q407431	warfarin	Q220570	pulmonary embolism	drug-used-for-treatment_DduftC
Q407431	warfarin	Q377978	thrombophlebitis	drug-used-for-treatment_DduftC
Q412226	yohimbine	Q303555	hypoactive sexual desire disorder	drug-used-for-treatment_DduftC
Q412226	yohimbine	Q184674	impotence	drug-used-for-treatment_DduftC
Q928378	zafirlukast	Q35869	asthma	drug-used-for-treatment_DduftC
Q2344582	zalcitabine	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q2344582	zalcitabine	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q198504	zidovudine	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q198504	zidovudine	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q202998	zileuton	Q35869	asthma	drug-used-for-treatment_DduftC
Q204714	zinc chloride	Q12125	Common cold	drug-used-for-treatment_DduftC
Q3822815	zinc gluconate	Q12125	Common cold	drug-used-for-treatment_DduftC
Q205517	ziprasidone	Q191779	Gilles de la Tourette syndrome	drug-used-for-treatment_DduftC
Q205517	ziprasidone	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q218842	zolpidem	Q177190	sleep disorder	drug-used-for-treatment_DduftC
Q219957	zonisamide	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
